"i_d","hotel_i_d","description","city_in_trans","image_url_1","image_url_2","image_url_3","image_url_4","image_url_5"
11,"us/element-times-square","This stylish Manhattan hotel is located in the Theater District and is 2113 feet from Times Square. It offers a 24-hour gourmet pantry and rooms with a 32-inch flat-screen TV.

The modern guest rooms at Element by Westin Times Square are equipped with a DVD player, iPod docking station, and free Wi-Fi. They are furnished with a microwave, refrigerator, and coffee maker.

This nonsmoking hotel features an on-site gym with a variety of cardio machines. Bicycle rentals are available.

A breakfast buffet is served every morning at the Element. Snacks are sold at the 24-hour pantry.

Madison Square Garden is 1585 feet from the Times Square Element. NBC Studios and Rockefeller Center are 1 mi from the hotel.","","https://cf.bstatic.com/xdata/images/hotel/max200/459612356.jpg?k=e1ffb61638d055fb30a0e9d7aad3d201b1a1d4d90da6031695c453726191bc2e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/628181427.jpg?k=b75c7210de1ba827726c9f5a3dbb4673f0cef114529e79ed63638d7088407601&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/628035987.jpg?k=12aae7edca2d5cc98d2620bd492ebeac9cab628fac344843ad92aae572a0aaa7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/628036001.jpg?k=437a21825ab968dcee262f498d6d9ee6514cd9323ce1a185da6e2851e4d4e695&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/628035963.jpg?k=81dd073f0428a935fc61aaefd5c92e7d925816ac793a46329568454cd46598c8&o=&hp=1"
12,"us/citizenm-new-york-bowery","Located in the Lower East Side district in New York, citizenM New York Bowery is minutes away from the nightlife and restaurants of Bowery. The property is around an 8-minute walk from Bloomingdale's and within 20 minutes' walk of SoHo, Lower Manhattan, and Little Italy. There is a restaurant and a shared lounge.

At the hotel, all rooms are fitted with a desk, wall-to-wall windows, a flat-screen TV and a private bathroom with rain showers. The rooms feature a fridge and free WiFi is provided. Free high speed WiFi is available throughout the property.

With the room iPad, or the free citizenM app, all guests can control room lights, black-out blinds, curtains, temperature, as well as TV and radio channels. They can also stream from their own Netflix, Prime or Disney+ accounts (and many others), by connecting their phone, tablet or laptop to the TV via Chromecast (at no extra charge).

A buffet breakfast is available daily at the property. canteenM is open 24/7 and features an open kitchen with baked goods, light lunches and simple dinners. There is a coffee bar during the day that turns into a cocktail bar in the evening.

Guests can make use of the fitness center. In partnership with MENDO bookshop, New York Bowery citizenM provides its guests with coffee table books in a variety of fields such as photography, fashion, travel and design.

Brooklyn Bridge is 1.1 mi away, while One World Trade Center is 1.5 mi from citizenM New York Bowery. The nearest airport is LaGuardia Airport, 8.9 mi from the accommodations.","","https://cf.bstatic.com/xdata/images/hotel/max200/252383383.jpg?k=37fd146fe6deb5ce4a427929fa480558a5fee8cc97fb2c3b15b38a945c745ac4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/252383405.jpg?k=25531bbf24d5bc82e242e78d555de23033c7f634488582e03819bf6da5e5cb0a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/252383369.jpg?k=4f886b1777f99aacd94b16f28d364354cfc179195d616abe99f939b9e501d12b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/252383375.jpg?k=d031e20f7460fbae3adad91eab5c6432770ddead9e7fe3be224c52ce078b05b8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/252383354.jpg?k=79970aa25072ef0faa42dfd4b81fd3596226a2b687de6d6a48a8619a86229dc2&o=&hp=1"
13,"us/kama-central-park","KAMA CENTRAL PARK has a garden, shared lounge, a terrace and restaurant in New York. Among the facilities at this property are a shared kitchen and a 24-hour front desk, along with free WiFi throughout the property. Strawberry Fields is 2 miles away and Lincoln Center is 2.3 miles from the hostel.

Columbia University is a 17-minute walk from the hostel, while Metropolitan Museum of Art is 1.7 miles from the property. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/465706815.jpg?k=b1ada8533feabe7124a019751c8191657bb65bc2369a15321a1464922c7d10e9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/529173174.jpg?k=e9771dcad1b6414d4b82d809343027e63161065d93573298db0dcaec35fa03bf&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/526702262.jpg?k=5ab23a69631f7eabaa299aa09a1fc558f3c33ad26029c46f26e1ef11f7a42ece&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/613490134.jpg?k=3c115f40329d2a693cfa8b0f890494dc8b1f84754724077937d5ee4230e4b9db&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/613489825.jpg?k=a8447da636248e57bb15f4e533201cf30bdccf0a3df375b946d1daa1e02c7114&o=&hp=1"
14,"us/the-central-at-5th-by-hilton-club","Located in the center of New York, a 3-minute walk from Top of the Rock, Hilton Club The Central at 5th New York provides air-conditioned rooms and free WiFi. This 3-star hotel offers a 24-hour front desk. The property is close to popular attractions like Grand Central Station, Chrysler Building and New York Public Library.

At the hotel, each room is equipped with a desk. Guest rooms in Hilton Club The Central at 5th New York are equipped with a flat-screen TV and free toiletries.

Popular points of interest near the accommodation include St Patrick's Cathedral, Rockefeller Center and Radio City Music Hall. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/486001231.jpg?k=7af9cd77928cd60410c75616f7e0f1b837436b286ac0461e9360c61d129a3a0f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/486001264.jpg?k=3873ecb6fac8b3637abd266c6092f0f676443ad51c4603c50c01f65953264641&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/486001244.jpg?k=257ce783db723f121b7726f1f623924e3457ab1a097074150fc44eb48bd44e7e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/486001249.jpg?k=ae6921a88e7d910e12de42c06912567a0812371b19febc9cd5a1aec0a0b0e6d0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/486001270.jpg?k=bdd1a6d2341bc151956c83ee06af57e16e4cc3bb754881c09353215fe0e3f5b0&o=&hp=1"
15,"us/courtyard-by-marriott-chelsea","Courtyard by Marriott New York Manhattan/ Chelsea is a 5 minute walk away from the Pennsylvania Amtrak Station. The hotel also provides complimentary WiFi, luggage storage and free access to an on-site fitness center.

A coffee shop and a 24-hour snack store, The Market is located on the lobby floor. The restaurant next door that serves lunch and dinner can be accessed through the lobby area as well.

A Go Board, an interactive screen that helps you find nearby attractions and directions, is set up for guests’ convenience. They can also enjoy the complimentary use of the business center with three computers.

Every room is equipped with a flat-screen cable TV, a refrigerator and air conditioning. The private bathrooms come with complimentary toiletries and a hairdryer.

With 2 subway stations, the Penn Station and the Herald Square Station, within 1640 feet of the property, Courtyard by Marriott Chelsea is well-connected and easily accessible. Macy’s is only 2113 feet away and The High Line is 3169 feet from the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/627312826.jpg?k=43fba0908e71dd163c3b604f6a5d777c5c878c3e3b9debd498d64874eca45954&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/577056223.jpg?k=50c9ec66220f7e5fc7e4f4ace6aa4f9b29aa84408ba666915ec8994a4302f34f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/577056282.jpg?k=15e71cd0e1aefb5c5c081e882dbfa8f623a604354899b5fd73374ec975d88dbd&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/447139228.jpg?k=caff2123d8cab0c2a71343efae4aaa88ef48b928e5f75edac004e170e7b04a8e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/592895345.jpg?k=3532cf76626ae651ecc9c27a52445662f753f68816eac522de6b7fb9f36bd11b&o=&hp=1"
16,"us/pod","This Manhattan Hotel is less than 0.6 mi from Rockefeller Center. It features modern décor and flat-screen TVs in rooms as well as an on-site lounge and rooftop garden.

Pod 51 has a multilingual concierge staff ready to help guests plan their visit to New York. Pod 51 provides a list of complimentary, daily activities going on in the town and organizes 3 daily tours for guests during weekdays.

Breakfast is available at the on-site cafe. The on-site lounge, Clinton Hall, serves American cuisine for lunch and dinner and provides a full bar as well.

Rooms at the Pod 51 have MP3 docking stations and free WiFi. Each room is also equipped with a safety deposit box and a hairdryer.

Radio City Music Hall is 0.7 mi from Pod 51. Times Square is 1.1 mi away, and St. Patrick’s Cathedral is 2113 feet from the Pod.","","https://cf.bstatic.com/xdata/images/hotel/max200/109025578.jpg?k=d1962ec8f93b0df93c79a69bea94426254cd88845a790ac7dd82d46c6e1e36af&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/109025994.jpg?k=1f8a2a97e1a0ac76c4b7644e57322030e4a8217dbd4a18e25602ac1963e441b2&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/155001773.jpg?k=8734cf4c7d6da8302548d98d769eba65f0d60b3b0791faf88dbe0dee8ba409cb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/154845472.jpg?k=f0b3bfa08c2237c4373027fc862621c318108618d2dc361a7a932209432e4f22&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/155001263.jpg?k=09503af26bf5b6a8ee246a48a213b40a336b7ee23cd93f91f016228520d0707c&o=&hp=1"
17,"us/voco-times-square-south-new-york","Within walking distance of the Theater District, voco Times Square South New York, an IHG Hotel offers free WiFi access in New York, 2461 feet from shopping at Macy’s in Herald Square. Guests can enjoy the outdoor terrace and on-site restaurant.

Every room includes a flat-screen TV and private bathroom. Each room comes with coffee and tea facilities and a small refrigerator is available upon request. Some rooms offer a city view.

There is a 24-hour front desk, fitness center and business center at the property. The hotel offers a concierge desk, multilingual staff and signature voco Times Square South New York, an IHG Hotel cookie upon arrival.

New York Penn Station is 1312 feet from voco Times Square South New York, an IHG Hotel, while Central Park is 1.2 mi away. The nearest underground station is 34 Street-Penn Station, 787 feet from the hotel.","","https://cf.bstatic.com/xdata/images/hotel/max200/333321350.jpg?k=98300ba4d06f3f2e19ba4dfd78972e41bb97570dfb707bb72da0f949fb6db39e&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/324442896.jpg?k=2ef6e8a40d9ecf4b7d3edffe5afc8e156c0ca9550128eac8007f23747fc3d4c3&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/333322628.jpg?k=b631667b80abd68f6f0bc605a25b81d6db01b59998d7fc7e7073c7cd32b7abab&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/333322157.jpg?k=f6cb960a85868d14481eebb89650ddad9eee50b37d1029d87114e02468b48ed0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/324442710.jpg?k=bfc821f362c85790cb0c6407215b753cb68a6c4a95da6d6825548809ef215367&o=&hp=1"
18,"us/41-at-times-square","Set in New York's vibrant Garment District, just steps from the focal Times Square, Hotel Shocard Broadway, Times Square is a modern facility with a retro flair. Free Wi-Fi is available in every room and features include a trendy bar.

Guest rooms at Hotel Shocard are equipped with a laptop safe. Furnishings include a work desk and the private bathrooms come with hairdryer.

All American cuisine is served at the on-site restaurant along with signature cocktails later in the evenings.

Hotel Shocard is within a short walk of the Radio City Music Hall, Rockefeller Center and the Empire State Building. Adjacent Times Square Metro Station gives direct access to most of the other landmarks of the Big Apple.","","https://cf.bstatic.com/xdata/images/hotel/max200/69063746.jpg?k=7984ec5158ac7046397a6f20489948a0d2709c55c04230e4b482247690582b60&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/89669543.jpg?k=bae1f9896ca496b24a8a1b0e6ad9bd076db2490d5a865b7f41763d12d5e4197a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/69063926.jpg?k=6c156a30dd84add4bcb0ca488aab03a0dd01d008fc1e323894c8519326a4572c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/69063748.jpg?k=1dea1767a5a17e497ac8e544218addc3dbf0027e54753ed92f3ad7afdc82bb80&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/314688225.jpg?k=d0279af1a2fe514570e6f44e559e10cc6f88706ca208fc2ab001be6a7e72db3b&o=&hp=1"
19,"us/exchange-manhattan","This boutique hotel is located in the Financial District, 1066 feet from the South Street Seaport Museum. This hotel features a 24-hour front desk and business services.

Eurostars Wall Street offers spacious guestrooms furnished with modern amenities, including flat-screen cable TVs, microwave and refrigerators. Other services include a turndown service and wake-up calls.

Guests at the Wall Street Eurostars are provided with parking off site and free WiFi. A safety deposit box and free weekday newspaper are available in the lobby. Laundry services are also offered.

The Wall Street Eurostars hotel is located within 2297 feet of the historic Stone Street and Wall Street. The 9/11 Memorial and Battery Park are both within 0.6 mi from the hotel.","","https://cf.bstatic.com/xdata/images/hotel/max200/29607098.jpg?k=2edfd996424948fbd5c2f1b2767d48ecbbc3e49cb9deaae2ddd491f86cc65374&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/427301322.jpg?k=6894ea76a1a2828769894b99edba571d8b406c138fc464f3ae80343866b96873&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/420109995.jpg?k=8e87c8af48e6e6cf1f7b316f86d5324c117257352166017c7776468813a479cb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/29607236.jpg?k=d6ea84db4e9698f309b7cca33ad56dc505e8244e4281d26b80e45eaf218e07ab&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/29607292.jpg?k=c9ef1fa5c5c1a6629db652cff81d336e136b3ec7e3d68c5bb8b2146325b50046&o=&hp=1"
20,"us/hyatt-centric-39th-5th-new-york","Hyatt Centric Midtown 5th Avenue New York features a fitness center, terrace, a restaurant and bar in New York. With free WiFi, this 4-star hotel offers room service and a 24-hour front desk. The property is 0.6 miles from the city center and a 5-minute walk from Bryant Park.

At the hotel all rooms are equipped with air conditioning, a seating area, a flat-screen TV with cable channels, a safety deposit box and a private bathroom with a shower, free toiletries and a hairdryer. Hyatt Centric Midtown 5th Avenue New York provides some units with city views, and rooms are equipped with a coffee machine. All guest rooms will provide guests with a fridge.

The daily breakfast offers à la carte, American or vegetarian options.

The accommodation also provides a business center and guests can use the on-site ATM machine at Hyatt Centric Midtown 5th Avenue New York.

Popular points of interest near the hotel include Empire State Building, Grand Central Station and Macy's. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/310727384.jpg?k=84ba5c25fe707c2fafa202c680f8b940bee667019a213dadde54b51c63d862bb&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/419753069.jpg?k=fd34c12051a83bc320c6d082809bfa35831376d55d97b2c1810748fce2d652ba&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/419753105.jpg?k=615344506956e58371e1f4ae7150ebef9aa8dc14c7b8afaef85dc9e81fbadae0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/419753075.jpg?k=4ea032e6d36c1e2d8bc80a6d057749560a46bb0d96f4fefec3612ed6b9d4ae8f&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/419753110.jpg?k=1e5507d4d4ae94291e07f7e64fc345201621e99509cbcbdc23af7741bf5024d8&o=&hp=1"
21,"us/royalton","This New York City hotel is located on 44th Street and is 1056 feet from Times Square. It features guest rooms with flat-screen TVs.

Each stylish and modern room at Royalton New York features a bathroom with a slate and glass shower. WiFi is available.

Royalton New York is a design hotel with a large brass fireplace in the lobby. A business center is available .

Radio City Music Hall and Bryant Park are 2113 feet from the property. Guests can also find 2 subway stations within 2297 feet of the property.","","https://cf.bstatic.com/xdata/images/hotel/max200/205408681.jpg?k=bfdeb2f418112b7ad30a539e03193030612743db57d5c17b86fc60741ff08aa8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/109812537.jpg?k=137c2e31748674df595e0bd2f111ac8dd2329706c655c873c545db70b8b7fa5a&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/618366542.jpg?k=74323a6069e228e6ad19444dd06f0aa11003080c0943d2b4a953b3ac04693484&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/205826406.jpg?k=6dbd94d1bc10154c385221bc43f2c747770546323db2337adbb1cd7056943d73&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/618367119.jpg?k=69ca24320a5a4f458ee8a0a54f9e84884d903fb15c433056052504897c7fc9df&o=&hp=1"
22,"us/aura-hotel-time-square","Aura Hotel Times Square is located 531 feet from Times Square and 2113 feet from Rockefeller Center.

All rooms at this nonsmoking property feature a flat-screen TV, bathrobes and complimentary toiletries.

Guests at Aura Hotel can enjoy concierge service, 24-hour front desk, a fitness center and a bar.

Other amenities include a business center and dry cleaning services.

Bryant Park is 1056 feet from the property and Madame Tussauds is 1585 feet away. Empire State Building is 0.8 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/585970843.jpg?k=536377aa62f93d520634d999265df49c4c5eb6c3320e85d230751f2cd817f319&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/587029376.jpg?k=982ddf1b90dfb2844ba2299e92ea9da8482c34ca2346e69d6e14c9062520aeb2&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/587029454.jpg?k=92896bc92966185c208f16fec48f2646cc09377447548718e0525814c67763c6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/559844599.jpg?k=2a2769e00407ea8a186e1fd5bfda23abec341544c3a0b5f2142c999a007703f5&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/587029641.jpg?k=79d8c93788cd7c1bb6af3cbd958488bf44d221f8b9ccee59b0ede1b4a6d28294&o=&hp=1"
23,"us/doubletree-by-hilton-new-york-times-square-west","The DoubleTree by Hilton Hotel New York – Times Square West is within 0.9 mi of Times Square, The Empire State Building and Jacob Javits Convention Center.

All rooms at the DoubleTree by Hilton Times Square West have a desk, 40-inch HDTV, coffee maker, in-room safe and black-out curtains. Guests can enjoy views of the river, Manhattan uptown/downtown skyline and/or Times Square from rooms on the higher floors.

The rooftop lounge, High Bar & Lounge, at the DoubleTree Times Square West offers unobstructed views of Manhattan. The on-site restaurant, Tranzit Restaurant & Bar, serves American cuisine for breakfast, lunch and dinner.

This hotel also has a 24-hour business center, a fitness center, 900 square feet of meeting space and offers room service.

Rockefeller Center is 1.2 mi away while Broadway theater, Majestic Theater, and The Port Authority Bus Terminal are within 1148 feet of the DoubleTree by Hilton Hotel New York.","","https://cf.bstatic.com/xdata/images/hotel/max200/485684506.jpg?k=aa6b48a0a762d1d5265a42a24c9da901d9a85121968fbf151b46441078f3a5be&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684509.jpg?k=86a89fd6670cb7e65e090a2a7d500d6b36529d345bdca4ba09b4a1f4d01d039b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684510.jpg?k=8946c206bc506a1cd8a6d572a10f31a9b7ec5012ca6bec227abf094975267b6c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684505.jpg?k=8567f475b3a899482c23f0ab72aeb756f381872f3a63c09ff2a95e14afe4e543&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485684514.jpg?k=fc44b389568d321017cde316f9aad93f34584337812634495f0f27c5b5599ef9&o=&hp=1"
24,"us/citizenm-new-york-times-square-new-york","Located right in the heart of Manhattan, this hotel is just 1 minute's walk from Times Square and within 5 minutes' walk of Central Park and Columbus Circle. Rockefeller Center and the Empire State Building are within 15 minutes' walk.

A flat-screen TV and a small refrigerator with free water are offered in citizenM's rooms, Bathrooms include Hansgrohe rain showers and oversize bathroom amenities. With the room iPad, or the free citizenM app, all guests can control room lights, black-out blinds, curtains, temperature, as well as TV and radio channels. They can also stream from their own Netflix, Prime or Disney+ accounts (and many others), by connecting their phone, tablet or laptop to the TV via Chromecast for free.

Free high-speed Wi-Fi and express check in are offered at citizenM New York Times Square. Guests can stay refreshed with 24-hour food and beverage service, including barista-made coffee and freshly made cocktails. iMac computers and printing services are available free of charge.

The hot & cold breakfast buffet comes with unique local treats, familiar favorites, and healthy options for everyone — including vegans and vegetarians.

Three outdoor terraces are provided at the New York Times Square citizenM, which features a state-of-the-art fitness center with yoga facilities. After working out, guests can relax with drinks and sweeping views of the city on the exclusive rooftop bar. The living room-style lobby features a contemporary art collection and plenty of space to relax.

Fifth Avenue and Madison Avenue are both within 5 minutes' walk of citizenM New York Times Square. The Museum of Modern Art is 10 minutes' walk away.","","https://cf.bstatic.com/xdata/images/hotel/max200/267120053.jpg?k=c7b756d37479abc632d41b09d15c925efa1de89f08216ff41f49eb209a89c7c8&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/254124508.jpg?k=67898222a84d83d7208dd344edbee324a79b93ce3954e043ca8b428516c8dad6&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/254124492.jpg?k=89076e0c0ecacd9b89d1884ca40200bba5301af9aba1495488947e54ec59e729&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/254124493.jpg?k=21faf491681a026acb67c9e7de36560d5ec498d5b0f42169f3d6adf91aeab141&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/254124512.jpg?k=4c153563777bf1df5695d897e7e9ab7e663db738650b2fed7db4c76254fbd3b4&o=&hp=1"
25,"us/renaissance-times-square","The Renaissance New York Times Square is located in Theater District and features 312 soundproofed guests rooms spread over 26 floors. It has 7 terrace guest rooms and 5 suites. Located on Seventh Avenue and West 48th Street, the property is 413 feet from the subway station on 49th Street.

All rooms at the property come with Renaissance’s own bedding and linens, dark-wood furniture and gold-and-blue accents. Floor to ceiling windows offers guests views of the city. Other in-room amenities include flat-screen TVs with plug-in connectivity panels.

Renaissance New York Times Square South has a fitness center, concierge service and an onsite lounge called R Lounge. Parking is available for a fee.

LaGuardia Airport is 9 mi from the property while JFK Airport is 17 mi away. Newark Liberty International Airport is 18 mi from the property. Times Square is 135 feet away.","","https://cf.bstatic.com/xdata/images/hotel/max200/629836737.jpg?k=bc176fec9778a4e093f4e5ea4ae262623e81dfd4a43940c83f75b2eda034d62c&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/629836763.jpg?k=7c9f6cab298f1faf6fd8e1d074d6d5e3c733cb7f82fc35aac75059e464ff463b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/629836802.jpg?k=a2f1f011bd493afa0019337e43f22709d99ad091e9e607859c4fab08b86708b7&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/629836788.jpg?k=d603edcb7335e6b99764439ffc3a465d3ff3eb9845f4e361bce0864521d633d3&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/629737837.jpg?k=ab13a1860182402a66afb871dfe2449ec70f59f0b918c0181db5f8b88bfd9278&o=&hp=1"
26,"us/home2-suites-by-hilton-new-york-times-square","Well located in the center of New York, Home2 Suites By Hilton New York Times Square provides free WiFi throughout the property and a bar. The property is close to Top of the Rock, Broadway Theatre and St Patrick's Cathedral. The property has a 24-hour front desk, and luggage storage for guests.

Selected rooms come with a kitchenette with a fridge, a dishwasher and a microwave.

A buffet, continental or American breakfast is served at the property.

Popular points of interest near the hotel include Radio City Music Hall, Rockefeller Center and Museum of Modern Art. LaGuardia Airport is 6.8 miles away.","","https://cf.bstatic.com/xdata/images/hotel/max200/498855546.jpg?k=3a2c98f1fcc2d0e341c375c2af07fbd5634b6839ebca4878396329f42d4cf3d4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/498855548.jpg?k=8ae89930149095842b40ad0d75080c8e81f95f559a7b5afd29da2ffb45923315&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/498855555.jpg?k=9f70a1839efed998c7c61740d199777e67516b91471bb94c0e99b367241df7e9&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/570051502.jpg?k=7f03ad5859c0b0d7df83720be8ffaa66b1845c708788d1543fe2450d57efb600&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/570051504.jpg?k=6453ce4afbbecf5e346b894627e3aaa7de5bf78c58d85722c9ac9398cdbe9c89&o=&hp=1"
27,"us/hilton-garden-inn-west-37th-times-square-south","The Hilton Garden Inn New York Times Square South is located less than 0.6 mi away from Jacob K. Javits Convention Center and 0.8 mi from Times Square. Complimentary WiFi is provided.

All rooms at this property are fitted with a flat-screen TV, coffee maker, microwave and mini-refrigerator. A desk with an ergonomic chair are also provided.

Guests will have access to free coffee in the morning and a fitness center. The 24-hour Garden Market will carry snacks and sundry items.

LaGuardia Airport is 11 mi from the property while JFK Airport is 17 mi from Hilton Garden Inn New York Times Square South. The Empire State Building is 1 mi away.","","https://cf.bstatic.com/xdata/images/hotel/max200/485847819.jpg?k=c8a7d6fe3756b65ddf1e88e4ece012a9e377f4da075e7f6c65d0064bee9dab61&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485847822.jpg?k=6abbcf5cf85e2618eab00b6d3f2a80a3dcdd8c424beb4b861c7361c3f50acbb4&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485847824.jpg?k=1e66610eb47b745865dde4cb6be1bd67fef44c9e026c7b7b07feaa800abe337b&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485847827.jpg?k=1fe26c9a220985d4b69b46cbac2e1d33f8bce34ed169d2bc43319cdd6eb83d70&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/485847830.jpg?k=bb6a8b9cd9954c784d81fc24431389162a295b0f803e3be782a107ee588abafb&o=&hp=1"
28,"us/intercontinental-new-york-times-square","InterContinental New York Times Square is spread across 36 stories and offers accommodations with floor-to-ceiling windows offering views of the Manhattan skyline, Hudson River and Broadway Theater District.

Each room includes flat-screen TV, spacious work station, spa-inspired bathroom with walk-in rain shower, coffeemaker, mini-bar and hairdryer.

The Intercontinental provides a 24-hour gym. Located on the third floor with views of 44th Street, it features treadmills and free weights.

The InterContinental is within 121 feet of a Subway Station and 1056 feet from Times Square. Theaters, shopping destinations and restaurants can be nearby as well.

The Stinger Cocktail Bar & Kitchen welcomes patrons with a lively scene, craft cocktails, and an a la carte menu. The cozy atmosphere and tempting libations create a fabulous spot for pre- or post-event theater, late night gatherings, or a nightcap.","","https://cf.bstatic.com/xdata/images/hotel/max200/234454878.jpg?k=80c03507de3e0ab79e058f1b90f313024b78bc3cf2c6fcd78239a95a0567f0c0&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/583097003.jpg?k=c98aab1306dfa0429e59034033d7f07adb3cdf14a73489e5a8b11523ff91b8dd&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/341439879.jpg?k=09c6d0d3e13cf0de16e49245a3fd3389bd6ca4b010a05ce7c15929001f221a88&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/341466879.jpg?k=4770b37f7ac81b0f372a54f9f348ddd3ebcf056825e7bd709ef6d1993f05a809&o=&hp=1","https://cf.bstatic.com/xdata/images/hotel/max200/341466875.jpg?k=da55833b905849d970cb69168e883571c678be13ab9d070f7212b9c8e33b8af5&o=&hp=1"
